iter	Logloss
595	0.1992181293
596	0.1989452924
597	0.1988888461
598	0.1987885992
599	0.1986591713
600	0.1986090691
601	0.1985335456
602	0.1984727219
603	0.1983819124
604	0.1983357488
605	0.1982846187
606	0.1982421548
607	0.1981542431
608	0.1979785675
609	0.1978967541
610	0.1977483283
611	0.1976821281
612	0.19764333
613	0.1975694989
614	0.1973971398
615	0.1972991962
616	0.1972265419
617	0.1970179193
618	0.1969561184
619	0.1967776677
620	0.1967264698
621	0.1966341244
622	0.1965761151
623	0.1963975583
624	0.1962999709
625	0.1962698941
626	0.1961844807
627	0.1960782802
628	0.1960342435
629	0.1959329676
630	0.1958451417
631	0.1957375138
632	0.19560048
633	0.1955107887
634	0.1954200181
635	0.1953611152
636	0.1952574249
637	0.1951901516
638	0.1951226109
639	0.1950878921
640	0.1950089367
641	0.1949637664
642	0.1949226752
643	0.1948587255
644	0.1948210405
645	0.1946880678
646	0.1945809882
647	0.1945225292
648	0.1944676432
649	0.1944217663
650	0.1943238516
651	0.194240561
652	0.1941958684
653	0.1941500608
654	0.1939952704
655	0.1939528952
656	0.1938314126
657	0.1937233189
658	0.1935893495
659	0.1934853807
660	0.1933337908
661	0.1932461709
662	0.1930822767
663	0.1930028766
664	0.1929604726
665	0.1929027188
666	0.1928779001
667	0.1927717732
668	0.192732155
669	0.1925946419
670	0.1925039531
671	0.1924523569
672	0.1923454399
673	0.1922957069
674	0.1922129083
675	0.1920853383
676	0.1920574216
677	0.1920169926
678	0.1918777681
679	0.1917086409
680	0.191656264
681	0.1916281495
682	0.1915501529
683	0.1914460256
684	0.1913287338
685	0.1912834215
686	0.1912175426
687	0.1911184727
688	0.1910920832
689	0.1910052766
690	0.1909001802
691	0.1908394266
692	0.1907782371
693	0.1906346738
694	0.1905396074
695	0.190385394
696	0.1901891923
697	0.1901576967
698	0.1900384505
699	0.1899486646
700	0.1898466031
701	0.1897660233
702	0.189561912
703	0.189404503
704	0.1893469401
705	0.1892967048
706	0.1892033866
707	0.189051811
708	0.1890078197
709	0.1889066007
710	0.188845358
711	0.1887169224
712	0.1886699178
713	0.1885688944
714	0.1885422558
715	0.1884449578
716	0.1883750946
717	0.1882797241
718	0.1882410493
719	0.1881980862
720	0.1881325559
721	0.1880922916
722	0.1880253737
723	0.187955445
724	0.1878894814
725	0.1877350992
726	0.1876379747
727	0.1875518185
728	0.1874476382
729	0.1873803166
730	0.1872830398
731	0.1872512228
732	0.1871162894
733	0.1870369673
734	0.1868592713
735	0.1867881899
736	0.1867000925
737	0.186611109
738	0.1865198434
739	0.1864689062
740	0.1864224403
741	0.186292565
742	0.1862630388
743	0.1861759365
744	0.1861174826
745	0.1860787635
746	0.18594745
747	0.1858162352
748	0.1857604108
749	0.1856701949
750	0.1855829042
751	0.1855000449
752	0.1854096449
753	0.1853250007
754	0.1851552757
755	0.1850734062
756	0.1850029196
757	0.1848304454
758	0.1847596708
759	0.1846717511
760	0.1845764966
761	0.1845217459
762	0.1844149246
763	0.184322174
764	0.1842273455
765	0.1841808303
766	0.1840490463
767	0.1839819928
768	0.1838621344
769	0.1837192704
770	0.1836908596
771	0.183574055
772	0.1835023307
773	0.1833900371
774	0.1833251413
775	0.1832820885
776	0.183217709
777	0.1831574355
778	0.1831192435
779	0.1830709386
780	0.1829774239
781	0.1828559979
782	0.1828305373
783	0.1827948738
784	0.1827672795
785	0.182676432
786	0.1826413485
787	0.1824974605
788	0.1824501303
789	0.1823709868
790	0.1823263396
791	0.1822953123
792	0.1821999467
793	0.1821705271
794	0.1820959501
795	0.1820353641
796	0.1819103808
797	0.181873161
798	0.1818394892
799	0.1817670409
800	0.1816992635
801	0.1816647614
802	0.1815983445
803	0.1815476229
804	0.1814501839
805	0.1814121593
806	0.1813669812
807	0.181325936
808	0.1812407514
809	0.1812151136
810	0.1811787457
811	0.1810887456
812	0.1810485462
813	0.1810042707
814	0.1809703535
815	0.1809120747
816	0.1808551174
817	0.1807260778
818	0.1806770811
819	0.1806106807
820	0.1805575668
821	0.1805170566
822	0.1804439878
823	0.1803910966
824	0.1803600273
825	0.1802973181
826	0.1802591695
827	0.1801982575
828	0.1801153256
829	0.1800443891
830	0.1800167847
831	0.1799333979
832	0.1798868216
833	0.1798347633
834	0.1796652922
835	0.1795823111
836	0.1794825075
837	0.1794131439
838	0.1793761981
839	0.1793329641
840	0.1792445593
841	0.1791713646
842	0.1791376314
843	0.1790760356
844	0.1790428482
845	0.1789409852
846	0.1788992702
847	0.1787857848
848	0.1787221027
849	0.1786834395
850	0.1786247728
851	0.1786010161
852	0.1785170046
853	0.1784211113
854	0.1783019801
855	0.1782637893
856	0.1782277492
857	0.1780626807
858	0.1779316549
859	0.177830816
860	0.1777793374
861	0.1776688006
862	0.1775956974
863	0.1774561846
864	0.1774316751
865	0.1773930278
866	0.1773624426
867	0.1772098
868	0.1771555408
869	0.1770497471
870	0.1769974932
871	0.1769537338
872	0.1768769623
873	0.1768080122
874	0.176721147
875	0.1766675529
876	0.1765387938
877	0.1764741642
878	0.1764215064
879	0.1763876993
880	0.1763131916
881	0.1762178295
882	0.1761793376
883	0.1761287256
884	0.1761032733
885	0.17607335
886	0.1759577152
887	0.175905801
888	0.1758751571
889	0.1758472794
890	0.1757694593
891	0.175739857
892	0.1756545156
893	0.1756303806
894	0.1755130958
895	0.1754505338
896	0.1753921921
897	0.1753248267
898	0.1752828204
899	0.1752209378
900	0.1751438519
901	0.1751142422
902	0.175035665
903	0.1750063709
904	0.1749391479
905	0.1748858117
906	0.1748270671
907	0.1747208648
908	0.1746974437
909	0.1746311159
910	0.1745842275
911	0.1745368514
912	0.1744999492
913	0.1744555045
914	0.1742908102
915	0.1742464095
916	0.1741816884
917	0.1741680668
918	0.1741411622
919	0.1740701664
920	0.1738897264
921	0.1738167348
922	0.1737561639
923	0.1737035849
924	0.1736749776
925	0.1736252691
926	0.1735546297
927	0.17347521
928	0.1734442988
929	0.1734127555
930	0.1733609661
931	0.1732969992
932	0.1732363861
933	0.1732074984
934	0.1731597162
935	0.1731311356
936	0.1730590729
937	0.1730278681
938	0.1729620736
939	0.1728919259
940	0.1728466687
941	0.172781656
942	0.1726856148
943	0.1726051481
944	0.1725577025
945	0.1725318226
946	0.1724643097
947	0.1723339736
948	0.1722727535
949	0.172193439
950	0.1721335667
951	0.1721084291
952	0.1720645686
953	0.1720313394
954	0.1719762958
955	0.1719349999
956	0.1719129506
957	0.1718729336
958	0.1717957728
959	0.171742431
960	0.1716854828
961	0.1716261972
962	0.1716059904
963	0.171566178
964	0.1715341471
965	0.1715076212
966	0.1714652468
967	0.171380439
968	0.1713361012
969	0.1712945484
970	0.1712327598
971	0.1711868491
972	0.1711297149
973	0.171049001
974	0.1709966157
975	0.1709454703
976	0.1708801517
977	0.1708104095
978	0.1707568683
979	0.1707145327
980	0.1706807268
981	0.1706351146
982	0.1705934442
983	0.1705721353
984	0.1704897584
985	0.1704090224
986	0.1703279927
987	0.1702871531
988	0.1702588841
989	0.1702290517
990	0.1701832105
991	0.1701090755
992	0.1700222042
993	0.1699965477
994	0.1699534083
995	0.1698920038
996	0.1698553355
997	0.1697822232
998	0.1697215757
999	0.169680263
